ans	pred	prob
1.0	1.0	[ 0.13547068  0.86452932]
-1.0	-1.0	[ 0.56327076  0.43672924]
-1.0	-1.0	[ 0.95698847  0.04301153]
1.0	1.0	[ 0.04337522  0.95662478]
-1.0	-1.0	[ 0.89761774  0.10238226]
-1.0	-1.0	[ 0.52827914  0.47172086]
-1.0	-1.0	[ 0.82030762  0.17969238]
-1.0	-1.0	[ 0.88333511  0.11666489]
-1.0	-1.0	[ 0.90718024  0.09281976]
-1.0	-1.0	[ 0.836311  0.163689]
1.0	-1.0	[ 0.83932885  0.16067115]
-1.0	-1.0	[ 0.62110642  0.37889358]
1.0	-1.0	[ 0.78019007  0.21980993]
1.0	1.0	[ 0.02578577  0.97421423]
-1.0	-1.0	[ 0.59930864  0.40069136]
-1.0	1.0	[ 0.17612142  0.82387858]
1.0	1.0	[ 0.33600425  0.66399575]
1.0	1.0	[ 0.09840363  0.90159637]
1.0	1.0	[ 0.15745199  0.84254801]
-1.0	-1.0	[ 0.7390768  0.2609232]
1.0	1.0	[ 0.05981903  0.94018097]
1.0	1.0	[ 0.12600428  0.87399572]
1.0	1.0	[ 0.04357991  0.95642009]
1.0	1.0	[ 0.28514235  0.71485765]
-1.0	-1.0	[ 0.67933606  0.32066394]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.98046782  0.01953218]
1.0	1.0	[ 0.24364504  0.75635496]
1.0	1.0	[ 0.43407997  0.56592003]
1.0	1.0	[ 0.11114439  0.88885561]
1.0	1.0	[ 0.16287078  0.83712922]
-1.0	-1.0	[ 0.69986759  0.30013241]
-1.0	-1.0	[ 0.76884556  0.23115444]
1.0	1.0	[ 0.41761996  0.58238004]
-1.0	-1.0	[ 0.97309313  0.02690687]
-1.0	-1.0	[ 0.74447741  0.25552259]
-1.0	1.0	[ 0.3940863  0.6059137]
-1.0	-1.0	[ 0.64825091  0.35174909]
1.0	1.0	[ 0.22361497  0.77638503]
1.0	1.0	[ 0.23214326  0.76785674]
1.0	1.0	[ 0.34674756  0.65325244]
-1.0	1.0	[ 0.46469791  0.53530209]
1.0	1.0	[ 0.08642451  0.91357549]
1.0	1.0	[ 0.20524097  0.79475903]
-1.0	1.0	[ 0.49888158  0.50111842]
-1.0	-1.0	[ 0.92869197  0.07130803]
-1.0	-1.0	[ 0.82197563  0.17802437]
1.0	1.0	[ 0.35289737  0.64710263]
1.0	-1.0	[ 0.63391209  0.36608791]
1.0	1.0	[ 0.37613266  0.62386734]
-1.0	-1.0	[ 0.98000326  0.01999674]
1.0	-1.0	[ 0.72425357  0.27574643]
-1.0	-1.0	[ 0.50361786  0.49638214]
-1.0	-1.0	[ 0.89792477  0.10207523]
-1.0	-1.0	[ 0.99117563  0.00882437]
1.0	1.0	[ 0.07171405  0.92828595]
-1.0	-1.0	[ 0.57152675  0.42847325]
1.0	1.0	[ 0.38310499  0.61689501]
-1.0	-1.0	[ 0.84882968  0.15117032]
1.0	1.0	[ 0.48005634  0.51994366]
1.0	1.0	[ 0.15441501  0.84558499]
-1.0	-1.0	[ 0.95672839  0.04327161]
-1.0	-1.0	[ 0.95975368  0.04024632]
-1.0	-1.0	[ 0.77298236  0.22701764]
1.0	1.0	[ 0.0304691  0.9695309]
-1.0	-1.0	[ 0.53716183  0.46283817]
-1.0	-1.0	[ 0.77548484  0.22451516]
1.0	1.0	[ 0.20107166  0.79892834]
-1.0	-1.0	[ 0.77636025  0.22363975]
1.0	1.0	[ 0.34228367  0.65771633]
1.0	-1.0	[ 0.65207142  0.34792858]
1.0	1.0	[ 0.06890054  0.93109946]
-1.0	-1.0	[ 0.84496057  0.15503943]
-1.0	-1.0	[ 0.66933767  0.33066233]
1.0	1.0	[ 0.22381564  0.77618436]
1.0	1.0	[ 0.01084075  0.98915925]
-1.0	-1.0	[ 0.74956682  0.25043318]
-1.0	-1.0	[ 0.6442034  0.3557966]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	-1.0	[ 0.55843634  0.44156366]
1.0	1.0	[ 0.00126745  0.99873255]
-1.0	1.0	[ 0.34305149  0.65694851]
1.0	1.0	[ 0.36575636  0.63424364]
1.0	-1.0	[ 0.64354445  0.35645555]
1.0	1.0	[ 0.25450383  0.74549617]
1.0	1.0	[ 0.22773827  0.77226173]
1.0	1.0	[ 0.1835331  0.8164669]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.15074281  0.84925719]
1.0	1.0	[ 0.07191814  0.92808186]
1.0	1.0	[ 0.28112273  0.71887727]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.80722043  0.19277957]
-1.0	-1.0	[ 0.88910796  0.11089204]
-1.0	-1.0	[ 0.64948619  0.35051381]
1.0	1.0	[ 0.10916878  0.89083122]
1.0	-1.0	[ 0.64961978  0.35038022]
1.0	1.0	[ 0.12546568  0.87453432]
1.0	1.0	[ 0.41952966  0.58047034]
-1.0	-1.0	[ 0.95147329  0.04852671]
-1.0	-1.0	[ 0.70527393  0.29472607]
1.0	1.0	[ 0.02327565  0.97672435]
-1.0	-1.0	[ 0.87286777  0.12713223]
-1.0	-1.0	[ 0.80226542  0.19773458]
1.0	1.0	[ 0.15022649  0.84977351]
-1.0	-1.0	[ 0.99606328  0.00393672]
-1.0	-1.0	[ 0.71520584  0.28479416]
1.0	-1.0	[ 0.57291227  0.42708773]
-1.0	-1.0	[ 0.94093807  0.05906193]
-1.0	-1.0	[ 0.98709059  0.01290941]
1.0	1.0	[ 0.26110109  0.73889891]
-1.0	-1.0	[ 0.73102626  0.26897374]
-1.0	-1.0	[ 0.78905637  0.21094363]
1.0	1.0	[ 0.2086103  0.7913897]
1.0	1.0	[ 0.18635465  0.81364535]
-1.0	-1.0	[ 0.72682476  0.27317524]
1.0	1.0	[ 0.38659912  0.61340088]
1.0	1.0	[ 0.17650107  0.82349893]
-1.0	-1.0	[ 0.94593244  0.05406756]
1.0	1.0	[ 0.20155796  0.79844204]
1.0	1.0	[ 0.0063573  0.9936427]
-1.0	-1.0	[ 0.94318187  0.05681813]
-1.0	-1.0	[ 0.72252137  0.27747863]
-1.0	-1.0	[ 0.91710718  0.08289282]
1.0	-1.0	[ 0.66103373  0.33896627]
1.0	1.0	[ 0.25184908  0.74815092]
1.0	1.0	[ 0.19554205  0.80445795]
-1.0	-1.0	[ 0.76085613  0.23914387]
-1.0	-1.0	[ 0.98641794  0.01358206]
-1.0	-1.0	[ 0.97611012  0.02388988]
1.0	1.0	[ 0.23126631  0.76873369]
-1.0	-1.0	[ 0.58098032  0.41901968]
1.0	-1.0	[ 0.59510034  0.40489966]
-1.0	-1.0	[ 0.80258021  0.19741979]
-1.0	-1.0	[ 0.8403474  0.1596526]
1.0	-1.0	[ 0.78201607  0.21798393]
1.0	1.0	[ 0.37646422  0.62353578]
1.0	1.0	[ 0.29810714  0.70189286]
1.0	1.0	[ 0.08987731  0.91012269]
-1.0	-1.0	[ 0.98036389  0.01963611]
1.0	1.0	[ 0.23183219  0.76816781]
-1.0	1.0	[ 0.37266642  0.62733358]
1.0	1.0	[ 0.02682292  0.97317708]
-1.0	-1.0	[ 0.8441184  0.1558816]
-1.0	-1.0	[ 0.57436829  0.42563171]
1.0	1.0	[ 0.00767772  0.99232228]
-1.0	-1.0	[ 0.9594895  0.0405105]
1.0	1.0	[ 0.35459205  0.64540795]
1.0	1.0	[ 0.20644468  0.79355532]
-1.0	-1.0	[ 0.60623301  0.39376699]
-1.0	-1.0	[ 0.91580398  0.08419602]
1.0	1.0	[ 0.35133657  0.64866343]
1.0	1.0	[ 0.46900161  0.53099839]
1.0	1.0	[ 0.25527194  0.74472806]
1.0	1.0	[ 0.19751088  0.80248912]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.41297993  0.58702007]
1.0	1.0	[ 0.30135036  0.69864964]
-1.0	-1.0	[ 0.51823058  0.48176942]
-1.0	1.0	[ 0.41009944  0.58990056]
1.0	1.0	[ 0.01697645  0.98302355]
-1.0	-1.0	[ 0.80559611  0.19440389]
1.0	1.0	[ 0.17881952  0.82118048]
-1.0	1.0	[ 0.22879221  0.77120779]
1.0	1.0	[ 0.30590349  0.69409651]
-1.0	1.0	[ 0.42015966  0.57984034]
1.0	-1.0	[ 0.79863928  0.20136072]
1.0	-1.0	[ 0.73350149  0.26649851]
1.0	1.0	[ 0.00795946  0.99204054]
1.0	1.0	[ 0.06474748  0.93525252]
-1.0	1.0	[ 0.49905863  0.50094137]
-1.0	-1.0	[ 0.7412316  0.2587684]
1.0	-1.0	[ 0.50288907  0.49711093]
1.0	-1.0	[ 0.88720425  0.11279575]
1.0	1.0	[ 0.23343756  0.76656244]
-1.0	-1.0	[ 0.66841812  0.33158188]
1.0	1.0	[ 0.08213767  0.91786233]
-1.0	-1.0	[ 0.85316671  0.14683329]
1.0	-1.0	[ 0.61886373  0.38113627]
-1.0	-1.0	[ 0.8360456  0.1639544]
-1.0	-1.0	[ 0.68246576  0.31753424]
-1.0	-1.0	[ 0.80524278  0.19475722]
-1.0	-1.0	[ 0.6893596  0.3106404]
1.0	1.0	[ 0.24293609  0.75706391]
-1.0	-1.0	[ 0.90426903  0.09573097]
1.0	1.0	[ 0.30399712  0.69600288]
1.0	1.0	[ 0.49933176  0.50066824]
-1.0	1.0	[ 0.14698682  0.85301318]
-1.0	-1.0	[ 0.83313305  0.16686695]
-1.0	1.0	[ 0.31073796  0.68926204]
1.0	1.0	[ 0.07999199  0.92000801]
1.0	1.0	[ 0.2789402  0.7210598]
-1.0	-1.0	[ 0.94323661  0.05676339]
1.0	1.0	[ 0.17327235  0.82672765]
1.0	1.0	[ 0.24825351  0.75174649]
-1.0	-1.0	[ 0.84751375  0.15248625]
1.0	1.0	[ 0.12007492  0.87992508]
-1.0	1.0	[ 0.3216666  0.6783334]
1.0	1.0	[ 0.20261781  0.79738219]
1.0	1.0	[ 0.22769874  0.77230126]
-1.0	-1.0	[ 0.82176656  0.17823344]
-1.0	-1.0	[ 0.93100821  0.06899179]
-1.0	-1.0	[ 0.73309296  0.26690704]
1.0	1.0	[ 0.3789441  0.6210559]
1.0	1.0	[ 0.07360074  0.92639926]
-1.0	-1.0	[ 0.7354561  0.2645439]
1.0	1.0	[ 0.06276146  0.93723854]
-1.0	-1.0	[ 0.77965362  0.22034638]
-1.0	-1.0	[ 0.53311566  0.46688434]
-1.0	-1.0	[ 0.59502916  0.40497084]
1.0	1.0	[ 0.32272673  0.67727327]
1.0	1.0	[ 0.41522439  0.58477561]
1.0	-1.0	[ 0.76874017  0.23125983]
-1.0	1.0	[ 0.47792244  0.52207756]
1.0	1.0	[ 0.19619921  0.80380079]
1.0	1.0	[ 0.06464893  0.93535107]
-1.0	-1.0	[ 0.96020685  0.03979315]
1.0	-1.0	[ 0.67490118  0.32509882]
1.0	1.0	[ 0.24571609  0.75428391]
1.0	1.0	[ 0.29793507  0.70206493]
-1.0	-1.0	[ 0.91066774  0.08933226]
1.0	1.0	[ 0.05452349  0.94547651]
-1.0	1.0	[ 0.37089101  0.62910899]
-1.0	-1.0	[ 0.58103052  0.41896948]
-1.0	-1.0	[ 0.91324796  0.08675204]
1.0	1.0	[ 0.32281447  0.67718553]
-1.0	-1.0	[ 0.58469918  0.41530082]
1.0	1.0	[ 0.23350701  0.76649299]
-1.0	-1.0	[ 0.88528757  0.11471243]
1.0	1.0	[ 0.14502659  0.85497341]
1.0	1.0	[ 0.00896572  0.99103428]
1.0	1.0	[ 0.47547155  0.52452845]
-1.0	-1.0	[ 0.89145907  0.10854093]
-1.0	1.0	[ 0.32986718  0.67013282]
1.0	1.0	[ 0.19898221  0.80101779]
-1.0	-1.0	[ 0.9286855  0.0713145]
1.0	1.0	[ 0.30390115  0.69609885]
-1.0	1.0	[ 0.33744195  0.66255805]
-1.0	-1.0	[ 0.6931223  0.3068777]
-1.0	-1.0	[ 0.54024637  0.45975363]
-1.0	-1.0	[ 0.79738612  0.20261388]
-1.0	-1.0	[ 0.74336121  0.25663879]
1.0	1.0	[ 0.28238986  0.71761014]
1.0	1.0	[ 0.48660243  0.51339757]
1.0	1.0	[ 0.22684043  0.77315957]
1.0	1.0	[ 0.17973476  0.82026524]
-1.0	-1.0	[ 0.65402835  0.34597165]
1.0	1.0	[ 0.25106844  0.74893156]
1.0	-1.0	[ 0.50199036  0.49800964]
1.0	1.0	[ 0.08399637  0.91600363]
1.0	1.0	[ 0.03081865  0.96918135]
-1.0	-1.0	[ 0.8458579  0.1541421]
1.0	1.0	[ 0.21039874  0.78960126]
-1.0	-1.0	[ 0.89492088  0.10507912]
1.0	-1.0	[ 0.68449462  0.31550538]
-1.0	-1.0	[ 0.54661079  0.45338921]
1.0	1.0	[ 0.49286646  0.50713354]
1.0	-1.0	[ 0.55554863  0.44445137]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.14922265  0.85077735]
-1.0	-1.0	[ 0.5285898  0.4714102]
1.0	1.0	[ 0.0675468  0.9324532]
1.0	1.0	[ 0.42158145  0.57841855]
1.0	1.0	[ 0.13064845  0.86935155]
1.0	-1.0	[ 0.59873636  0.40126364]
-1.0	-1.0	[ 0.8218195  0.1781805]
-1.0	1.0	[ 0.48658939  0.51341061]
1.0	-1.0	[ 0.80674031  0.19325969]
1.0	1.0	[ 0.14953572  0.85046428]
-1.0	-1.0	[ 0.66736871  0.33263129]
-1.0	-1.0	[ 0.89502045  0.10497955]
1.0	-1.0	[ 0.54158696  0.45841304]
1.0	1.0	[ 0.16226113  0.83773887]
-1.0	-1.0	[ 0.84581316  0.15418684]
-1.0	1.0	[ 0.25563494  0.74436506]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.46157261  0.53842739]
1.0	1.0	[ 0.07028195  0.92971805]
1.0	1.0	[ 0.12083805  0.87916195]
1.0	1.0	[ 0.25074968  0.74925032]
1.0	1.0	[ 0.27255001  0.72744999]
-1.0	-1.0	[ 0.9803522  0.0196478]
1.0	1.0	[ 0.47446871  0.52553129]
-1.0	-1.0	[ 0.99025577  0.00974423]
-1.0	-1.0	[ 0.9613925  0.0386075]
-1.0	-1.0	[ 0.93846418  0.06153582]
-1.0	-1.0	[ 0.88233315  0.11766685]
-1.0	1.0	[ 0.29689054  0.70310946]
1.0	1.0	[ 0.286287  0.713713]
-1.0	-1.0	[ 0.82713547  0.17286453]
-1.0	-1.0	[ 0.79147649  0.20852351]
-1.0	-1.0	[ 0.9015515  0.0984485]
1.0	1.0	[ 0.06523477  0.93476523]
1.0	1.0	[ 0.30817039  0.69182961]
-1.0	-1.0	[ 0.95018149  0.04981851]
1.0	1.0	[ 0.33336979  0.66663021]
1.0	-1.0	[ 0.57858241  0.42141759]
-1.0	1.0	[ 0.28022727  0.71977273]
1.0	1.0	[ 0.10451124  0.89548876]
-1.0	1.0	[ 0.21054836  0.78945164]
1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.0460321  0.9539679]
1.0	1.0	[ 0.37739565  0.62260435]
1.0	1.0	[ 0.07882845  0.92117155]
-1.0	-1.0	[ 0.8291338  0.1708662]
-1.0	-1.0	[ 0.92135813  0.07864187]
1.0	-1.0	[ 0.61218121  0.38781879]
1.0	-1.0	[ 0.66687118  0.33312882]
1.0	1.0	[ 0.14960052  0.85039948]
-1.0	-1.0	[ 0.79475074  0.20524926]
-1.0	-1.0	[ 0.98349032  0.01650968]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	-1.0	[ 0.75549755  0.24450245]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.13273354  0.86726646]
-1.0	-1.0	[ 0.84067739  0.15932261]
-1.0	-1.0	[ 0.70022281  0.29977719]
-1.0	-1.0	[ 0.99043026  0.00956974]
-1.0	-1.0	[ 0.98785697  0.01214303]
-1.0	-1.0	[ 0.86708175  0.13291825]
1.0	1.0	[ 0.31844626  0.68155374]
-1.0	-1.0	[ 0.5370335  0.4629665]
1.0	1.0	[ 0.06963765  0.93036235]
1.0	1.0	[ 0.48443746  0.51556254]
1.0	1.0	[ 0.31989356  0.68010644]
1.0	1.0	[ 0.33305458  0.66694542]
-1.0	1.0	[ 0.46097703  0.53902297]
1.0	1.0	[ 0.21897042  0.78102958]
-1.0	-1.0	[ 0.6295331  0.3704669]
-1.0	-1.0	[ 0.84426134  0.15573866]
-1.0	-1.0	[ 0.73651896  0.26348104]
1.0	1.0	[ 0.12486274  0.87513726]
1.0	1.0	[ 0.09817531  0.90182469]
1.0	1.0	[ 0.31404503  0.68595497]
-1.0	1.0	[ 0.49267227  0.50732773]
-1.0	-1.0	[ 0.94709663  0.05290337]
1.0	1.0	[ 0.02922216  0.97077784]
-1.0	-1.0	[ 0.86260656  0.13739344]
-1.0	1.0	[ 0.1760939  0.8239061]
1.0	1.0	[ 0.08484978  0.91515022]
1.0	-1.0	[ 0.64640838  0.35359162]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.54965806  0.45034194]
1.0	1.0	[ 0.3198132  0.6801868]
-1.0	1.0	[ 0.27590551  0.72409449]
-1.0	-1.0	[ 0.81279105  0.18720895]
1.0	1.0	[ 0.30194101  0.69805899]
-1.0	1.0	[ 0.31121178  0.68878822]
1.0	1.0	[ 0.3069087  0.6930913]
-1.0	-1.0	[ 0.84583998  0.15416002]
1.0	1.0	[ 0.15378929  0.84621071]
-1.0	-1.0	[ 0.73638517  0.26361483]
1.0	1.0	[ 0.3717624  0.6282376]
-1.0	1.0	[ 0.39167276  0.60832724]
1.0	-1.0	[ 0.6436825  0.3563175]
1.0	1.0	[ 0.06796604  0.93203396]
-1.0	-1.0	[ 0.52952325  0.47047675]
-1.0	-1.0	[ 0.84181907  0.15818093]
-1.0	-1.0	[ 0.67285713  0.32714287]
1.0	1.0	[ 0.01626931  0.98373069]
1.0	1.0	[ 0.33922948  0.66077052]
-1.0	-1.0	[ 0.55007881  0.44992119]
-1.0	-1.0	[ 0.67417804  0.32582196]
1.0	1.0	[ 0.18726467  0.81273533]
1.0	1.0	[ 0.02856971  0.97143029]
1.0	1.0	[ 0.16494069  0.83505931]
-1.0	-1.0	[ 0.73230554  0.26769446]
1.0	1.0	[ 0.42020226  0.57979774]
-1.0	-1.0	[ 0.73325156  0.26674844]
-1.0	1.0	[ 0.10524477  0.89475523]
1.0	1.0	[ 0.06589432  0.93410568]
-1.0	-1.0	[ 0.99652052  0.00347948]
1.0	1.0	[ 0.17403525  0.82596475]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.08920678  0.91079322]
1.0	1.0	[ 0.13317696  0.86682304]
-1.0	1.0	[ 0.28681843  0.71318157]
-1.0	-1.0	[ 0.53490876  0.46509124]
-1.0	-1.0	[ 0.87698634  0.12301366]
1.0	1.0	[ 0.28470596  0.71529404]
-1.0	1.0	[ 0.49647635  0.50352365]
1.0	1.0	[ 0.12443991  0.87556009]
-1.0	-1.0	[ 0.80238076  0.19761924]
1.0	1.0	[ 0.14343336  0.85656664]
1.0	1.0	[ 0.26403899  0.73596101]
1.0	1.0	[ 0.08292491  0.91707509]
1.0	1.0	[ 0.02618382  0.97381618]
-1.0	1.0	[ 0.49108674  0.50891326]
-1.0	1.0	[ 0.41237654  0.58762346]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.1631137  0.8368863]
-1.0	-1.0	[ 0.53760175  0.46239825]
-1.0	-1.0	[ 0.95832691  0.04167309]
1.0	1.0	[ 0.1735038  0.8264962]
1.0	-1.0	[ 0.72442378  0.27557622]
-1.0	-1.0	[ 0.9682263  0.0317737]
-1.0	1.0	[ 0.47804139  0.52195861]
1.0	1.0	[ 0.09220246  0.90779754]
1.0	-1.0	[ 0.93439023  0.06560977]
1.0	1.0	[ 0.12376411  0.87623589]
1.0	1.0	[ 0.45472578  0.54527422]
-1.0	-1.0	[ 0.85484042  0.14515958]
1.0	-1.0	[ 0.53169058  0.46830942]
-1.0	-1.0	[ 0.76558516  0.23441484]
-1.0	-1.0	[ 0.99231862  0.00768138]
1.0	1.0	[ 0.22315545  0.77684455]
-1.0	-1.0	[ 0.62840423  0.37159577]
-1.0	-1.0	[ 0.69970176  0.30029824]
-1.0	1.0	[ 0.20384005  0.79615995]
1.0	1.0	[ 0.01317771  0.98682229]
-1.0	-1.0	[ 0.90771251  0.09228749]
-1.0	-1.0	[ 0.79218843  0.20781157]
1.0	1.0	[ 0.10006624  0.89993376]
1.0	1.0	[ 0.33801826  0.66198174]
-1.0	-1.0	[ 0.93332226  0.06667774]
1.0	-1.0	[ 0.60545994  0.39454006]
1.0	1.0	[ 0.0586381  0.9413619]
1.0	-1.0	[ 0.79587388  0.20412612]
1.0	1.0	[ 0.34831478  0.65168522]
1.0	-1.0	[ 0.59631079  0.40368921]
1.0	1.0	[ 0.29187844  0.70812156]
1.0	1.0	[ 0.39866616  0.60133384]
1.0	1.0	[ 0.27269944  0.72730056]
-1.0	-1.0	[ 0.76719931  0.23280069]
-1.0	-1.0	[ 0.97609141  0.02390859]
-1.0	-1.0	[ 0.55131438  0.44868562]
1.0	1.0	[ 0.36547189  0.63452811]
1.0	1.0	[ 0.13580409  0.86419591]
1.0	1.0	[ 0.21492603  0.78507397]
-1.0	1.0	[ 0.23956182  0.76043818]
1.0	-1.0	[ 0.71590316  0.28409684]
1.0	1.0	[ 0.12355846  0.87644154]
-1.0	-1.0	[ 0.91139347  0.08860653]
-1.0	-1.0	[ 0.81750794  0.18249206]
-1.0	-1.0	[ 0.65850314  0.34149686]
-1.0	-1.0	[ 0.99246648  0.00753352]
1.0	-1.0	[ 0.78926349  0.21073651]
-1.0	-1.0	[ 0.87960207  0.12039793]
1.0	1.0	[ 0.14106796  0.85893204]
1.0	1.0	[ 0.10415527  0.89584473]
-1.0	1.0	[ 0.47392441  0.52607559]
1.0	1.0	[ 0.10685209  0.89314791]
-1.0	-1.0	[ 0.68390107  0.31609893]
1.0	1.0	[ 0.39989731  0.60010269]
1.0	1.0	[ 0.25883085  0.74116915]
1.0	1.0	[ 0.43241521  0.56758479]
1.0	1.0	[ 0.29791007  0.70208993]
-1.0	-1.0	[ 0.93209449  0.06790551]
-1.0	-1.0	[ 0.87795655  0.12204345]
-1.0	1.0	[ 0.46798348  0.53201652]
1.0	-1.0	[ 0.77539634  0.22460366]
-1.0	-1.0	[ 0.83593722  0.16406278]
1.0	-1.0	[ 0.7197264  0.2802736]
-1.0	-1.0	[ 0.86431879  0.13568121]
1.0	1.0	[ 0.20945491  0.79054509]
-1.0	-1.0	[ 0.58491015  0.41508985]
1.0	1.0	[ 0.03525495  0.96474505]
-1.0	-1.0	[ 0.67155071  0.32844929]
1.0	1.0	[ 0.02061742  0.97938258]
-1.0	-1.0	[ 0.59400063  0.40599937]
-1.0	-1.0	[ 0.94435677  0.05564323]
-1.0	-1.0	[ 0.92622852  0.07377148]
-1.0	-1.0	[ 0.56067767  0.43932233]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.35063243  0.64936757]
-1.0	-1.0	[ 0.85878472  0.14121528]
1.0	1.0	[ 0.32355888  0.67644112]
-1.0	-1.0	[ 0.99592487  0.00407513]
1.0	-1.0	[ 0.54522496  0.45477504]
-1.0	1.0	[ 0.31243795  0.68756205]
-1.0	-1.0	[ 0.89362114  0.10637886]
-1.0	-1.0	[ 0.71142251  0.28857749]
-1.0	1.0	[ 0.48359978  0.51640022]
1.0	1.0	[ 0.14144283  0.85855717]
1.0	1.0	[ 0.34801125  0.65198875]
-1.0	-1.0	[ 0.6526393  0.3473607]
1.0	1.0	[ 0.47037933  0.52962067]
1.0	1.0	[ 0.09852094  0.90147906]
1.0	1.0	[ 0.04071208  0.95928792]
1.0	1.0	[ 0.06287279  0.93712721]
1.0	-1.0	[ 0.57436829  0.42563171]
1.0	1.0	[ 0.40521253  0.59478747]
-1.0	-1.0	[ 0.98060155  0.01939845]
-1.0	-1.0	[ 0.62543478  0.37456522]
1.0	1.0	[ 0.00426068  0.99573932]
-1.0	-1.0	[ 0.71913571  0.28086429]
-1.0	1.0	[ 0.44047764  0.55952236]
1.0	1.0	[ 0.24185064  0.75814936]
1.0	1.0	[ 0.2333962  0.7666038]
-1.0	1.0	[ 0.30967512  0.69032488]
1.0	-1.0	[ 0.80035932  0.19964068]
-1.0	-1.0	[ 0.91679581  0.08320419]
-1.0	-1.0	[ 0.62537628  0.37462372]
1.0	1.0	[ 0.13383084  0.86616916]
-1.0	-1.0	[ 0.97336013  0.02663987]
1.0	1.0	[ 0.22970717  0.77029283]
-1.0	-1.0	[ 0.74054006  0.25945994]
1.0	-1.0	[ 0.53226912  0.46773088]
1.0	1.0	[ 0.12148362  0.87851638]
-1.0	-1.0	[ 0.91192082  0.08807918]
-1.0	1.0	[ 0.47499161  0.52500839]
1.0	1.0	[ 0.04301214  0.95698786]
-1.0	-1.0	[ 0.86209824  0.13790176]
-1.0	-1.0	[ 0.8738159  0.1261841]
-1.0	1.0	[ 0.49267227  0.50732773]
-1.0	-1.0	[ 0.73584525  0.26415475]
1.0	1.0	[ 0.14163034  0.85836966]
1.0	1.0	[ 0.08737508  0.91262492]
-1.0	-1.0	[ 0.54493457  0.45506543]
-1.0	1.0	[ 0.3109811  0.6890189]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.85947265  0.14052735]
1.0	-1.0	[ 0.65682339  0.34317661]
1.0	-1.0	[ 0.80320867  0.19679133]
1.0	1.0	[ 0.10151658  0.89848342]
1.0	1.0	[ 0.35653131  0.64346869]
1.0	1.0	[ 0.32375857  0.67624143]
-1.0	1.0	[ 0.2128603  0.7871397]
-1.0	-1.0	[ 0.79272948  0.20727052]
1.0	-1.0	[ 0.50258398  0.49741602]
-1.0	-1.0	[ 0.74869536  0.25130464]
-1.0	-1.0	[ 0.75449873  0.24550127]
1.0	1.0	[ 0.0722245  0.9277755]
-1.0	-1.0	[ 0.70762886  0.29237114]
-1.0	-1.0	[ 0.67827906  0.32172094]
1.0	-1.0	[ 0.75350183  0.24649817]
1.0	-1.0	[ 0.52626983  0.47373017]
1.0	1.0	[ 0.12356627  0.87643373]
1.0	1.0	[ 0.05235898  0.94764102]
-1.0	-1.0	[ 0.73154409  0.26845591]
-1.0	-1.0	[ 0.86432916  0.13567084]
1.0	-1.0	[ 0.55540623  0.44459377]
1.0	1.0	[ 0.23542811  0.76457189]
-1.0	-1.0	[ 0.96434314  0.03565686]
-1.0	-1.0	[ 0.8427568  0.1572432]
-1.0	-1.0	[ 0.82496724  0.17503276]
1.0	1.0	[ 0.00826499  0.99173501]
-1.0	-1.0	[ 0.62850007  0.37149993]
1.0	-1.0	[ 0.70252721  0.29747279]
1.0	1.0	[ 0.41133027  0.58866973]
1.0	1.0	[ 0.00636718  0.99363282]
1.0	1.0	[ 0.38525946  0.61474054]
1.0	1.0	[ 0.31465007  0.68534993]
-1.0	1.0	[ 0.3548285  0.6451715]
-1.0	-1.0	[ 0.5607507  0.4392493]
-1.0	-1.0	[ 0.96506035  0.03493965]
-1.0	-1.0	[ 0.93148236  0.06851764]
1.0	1.0	[ 0.18853511  0.81146489]
-1.0	-1.0	[ 0.81530238  0.18469762]
1.0	1.0	[ 0.09695741  0.90304259]
-1.0	-1.0	[ 0.87365455  0.12634545]
1.0	-1.0	[ 0.751116  0.248884]
-1.0	1.0	[ 0.41659777  0.58340223]
-1.0	-1.0	[ 0.59515398  0.40484602]
1.0	1.0	[ 0.27993162  0.72006838]
1.0	1.0	[ 0.02878707  0.97121293]
1.0	1.0	[ 0.06224636  0.93775364]
-1.0	-1.0	[ 0.60657187  0.39342813]
-1.0	-1.0	[ 0.90146694  0.09853306]
1.0	1.0	[ 0.10432403  0.89567597]
